TimeSeconds,UpBeatHz,DownBeatHz,UpSpectralChange,DownSpectralChange
25.3032916666667,5.859375,0,NaN,NaN
25.3433333333333,17.578125,0,0.191041624631713,0.0451736453993588
25.383375,17.578125,0,0.112519139868895,0.0445377322664641
25.4234166666667,14.6484375,0,0.0906361513419619,0.0405753261755375
25.4634583333333,23.4375,0,0.163051074193212,0.0861297793140251
25.5035,23.4375,0,0.0813638188686779,0.0347463059747488
25.5435416666667,29.296875,0,0.0778685139434863,0.0478445275123434
25.5835833333333,0,0,0.111346196857978,0.0588059343310301
25.623625,23.4375,0,0.225422962327399,0.0764897978340449
25.6636666666667,23.4375,0,0.10495519996607,0.0277291009839537
25.7037083333333,23.4375,0,0.24352635511767,0.109925558392222
25.74375,23.4375,0,0.193014519446551,0.0664128976321625
25.7837916666667,26.3671875,0,0.143857862962764,0.0497312023636644
25.8238333333333,29.296875,0,0.392314910813219,0.0789311189667521
25.863875,26.3671875,0,0.14768212383932,0.0490294769677227
25.9039166666667,26.3671875,0,0.459242094950103,0.0750475048905192
25.9439583333333,26.3671875,0,0.267284063280266,0.0465060517373284
25.984,26.3671875,0,0.155921700116302,0.0393362728296891
26.0240416666667,0,0,0.155967044784428,0.0688804015612384
26.0640833333333,0,0,0.228359830014301,0.0697156073837506
26.104125,29.296875,0,0.523331842391883,0.0941119267099078
26.1441666666667,187.5,0,0.384305535557334,0.0503324816238357
26.1842083333333,178.7109375,0,0.17275222571233,0.129764937421165
26.22425,29.296875,0,0.378987370847266,0.0379922468183059
26.2642916666667,49.8046875,0,0.294069615961453,0.0582713545205472
26.3043333333333,35.15625,0,0.324793379221268,0.0358449575649371
26.344375,38.0859375,0,0.242828222996851,0.072945342476008
26.3844166666667,0,0,0.490620261952546,0.0798806530280494
26.4244583333333,0,0,0.318383098761802,0.116458992927961
26.4645,14.6484375,0,0.570351782205394,0.165760556161279
26.5045416666667,184.5703125,0,0.572021860059251,0.165414414836809
26.5445833333333,193.359375,0,0.28549249792751,0.15911456170641
26.584625,210.9375,0,0.324441272998253,0.0941253874890835
26.6246666666667,29.296875,0,0.526024975606477,0.185099811633232
26.6647083333333,41.015625,0,0.266897056100525,0.110262298005639
26.70475,38.0859375,0,0.311387015282685,0.0428015739161081
26.7447916666667,269.53125,0,0.348675172014546,0.0383917935219407
26.7848333333333,278.3203125,0,0.141547414425536,0.043850780002447
26.824875,38.0859375,0,0.319950619084032,0.104019752242605
26.8649166666667,35.15625,0,0.151191490775821,0.0807365247667867
26.9049583333333,35.15625,0,0.165937440354059,0.13838345778789
26.945,35.15625,0,0.247075220186623,0.0975054060052846
26.9850416666667,38.0859375,0,0.172919340280876,0.0416408287154723
27.0250833333333,357.421875,0,0.773978800668937,0.0567863698449619
27.065125,41.015625,0,0.163152808554023,0.18151756063072
27.1051666666667,38.0859375,0,0.406003457292626,0.181776393375518
27.1452083333333,35.15625,0,0.181392320020162,0.0608694324343498
27.18525,38.0859375,0,0.101840175004104,0.0561788757578976
27.2252916666667,0,0,0.318898075123205,0.0477238572956509
27.2653333333333,35.15625,0,0.167233735767055,0.0671040473512614
27.305375,35.15625,0,0.156281328107952,0.0638037456933928
27.3454166666667,38.0859375,0,0.160378808149824,0.0527341804452195
27.3854583333333,35.15625,0,0.175721928718234,0.130069547756683
27.4255,35.15625,0,0.127921392432566,0.0548888678496613
27.4655416666667,35.15625,0,0.162207640331162,0.0875873895446307
27.5055833333333,35.15625,0,0.149497947653365,0.0387825420092573
27.545625,29.296875,0,0.0992552384850544,0.027908812325563
27.5856666666667,35.15625,0,0.130095976606061,0.0562852991047134
27.6257083333333,35.15625,0,0.266372646418578,0.0730734943061832
27.66575,32.2265625,0,0.188733774331192,0.0362589107829315
27.7057916666667,35.15625,0,0.23386823334944,0.0596095086840183
27.7458333333333,35.15625,0,0.118739189167643,0.0756938253263276
27.785875,35.15625,0,0.20055730416585,0.0359536148075313
27.8259166666667,32.2265625,0,0.290709484855759,0.075799912531885
27.8659583333333,32.2265625,0,0.187376660685347,0.0518825566091598
27.906,29.296875,0,0.131985441968218,0.0531783706957216
27.9460416666667,29.296875,0,0.118389121732512,0.0592982981890464
27.9860833333333,29.296875,0,0.16233945186274,0.0783840232857989
28.026125,32.2265625,0,0.331040520333037,0.0495543320857943
28.0661666666667,32.2265625,0,0.269656688059122,0.0679056073688465
28.1062083333333,32.2265625,0,0.320697306781561,0.0613486456237098
28.14625,166.9921875,0,0.339018358292317,0.0585147829624564
28.1862916666667,166.9921875,0,0.176140028397072,0.0557097978108415
28.2263333333333,166.9921875,0,0.259705518015154,0.106777296304883
28.266375,0,0,0.39325710588082,0.0611979291049476
28.3064166666667,181.640625,0,0.380686309983415,0.0717329625470075
28.3464583333333,184.5703125,0,0.261698428292242,0.0957316607052277
28.3865,43.9453125,0,0.504980674240888,0.122164865986189
28.4265416666667,46.875,0,0.186963624313438,0.0798463219645617
28.4665833333333,0,0,0.294013124078024,0.136507102525314
28.506625,8.7890625,0,0.36400116926092,0.0697196647820986
28.5466666666667,0,0,0.33646725744934,0.0954583820355733
28.5867083333333,32.2265625,0,0.455262080640382,0.108497292874109
28.62675,26.3671875,0,0.27124153810191,0.0784584783030321
28.6667916666667,23.4375,0,0.268222979186284,0.0534975978680095
28.7068333333333,23.4375,0,0.290685278771319,0.0538003926124828
28.746875,20.5078125,0,0.147673574459286,0.0560716393947955
28.7869166666667,29.296875,0,0.201165434675789,0.0549382770754516
28.8269583333333,23.4375,0,0.161791612252938,0.0663585514552897
28.867,26.3671875,0,0.160913451712253,0.0850179707253274
28.9070416666667,29.296875,0,0.156161046600976,0.0759323312819589
28.9470833333333,20.5078125,0,0.673544035615289,0.0468358189009778
28.987125,20.5078125,0,0.272016165343796,0.137822424220922
29.0271666666667,23.4375,0,0.136202653820908,0.0826945709339799
29.0672083333333,26.3671875,0,0.176399095369707,0.0723859731762293
29.10725,23.4375,0,0.27565111057105,0.0374607316074593
29.1472916666667,23.4375,0,0.15598492359216,0.0755173042309185
29.1873333333333,26.3671875,0,0.162485315515353,0.0549728618450953
29.227375,23.4375,0,0.115394163746912,0.0851988470572005
29.2674166666667,26.3671875,0,0.107651507970832,0.10407171557062
29.3074583333333,26.3671875,0,0.149158138913415,0.141970860435926
29.3475,23.4375,0,0.0582856439490703,0.0335795256215509
29.3875416666667,20.5078125,0,0.109447947330243,0.0638098809322594
